File path,Package,Method,CSEC
.\main\java\org\jfree\chart\plot\dial\DialLayer.java, org.jfree.chart.plot.dial, DialLayer, 27
.\main\java\org\jfree\chart\plot\dial\DialLayerChangeEvent.java, org.jfree.chart.plot.dial, DialLayerChangeEvent, 81
.\main\java\org\jfree\chart\plot\dial\DialLayerChangeListener.java, org.jfree.chart.plot.dial, DialLayerChangeListener, 11
.\main\java\org\jfree\chart\plot\dial\DialPlot.java, org.jfree.chart.plot.dial, DialPlot, 118
.\main\java\org\jfree\chart\plot\dial\DialPointer.java, org.jfree.chart.plot.dial, DialPointer, 79
.\main\java\org\jfree\chart\plot\dial\DialScale.java, org.jfree.chart.plot.dial, DialScale, 11
.\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java, org.jfree.chart.plot.dial, DialTextAnnotation, 47
.\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java, org.jfree.chart.plot.dial, DialValueIndicator, 91
.\main\java\org\jfree\chart\plot\dial\package-info.java, org.jfree.chart.plot.dial, package-info, 0
.\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java, org.jfree.chart.plot.dial, StandardDialFrame, 46
.\main\java\org\jfree\chart\plot\dial\StandardDialRange.java, org.jfree.chart.plot.dial, StandardDialRange, 39
.\main\java\org\jfree\chart\plot\dial\StandardDialScale.java, org.jfree.chart.plot.dial, StandardDialScale, 92
.\main\java\org\jfree\chart\plot\DialShape.java, org.jfree.chart.plot, DialShape, 11
.\main\java\org\jfree\chart\plot\DrawingSupplier.java, org.jfree.chart.plot, DrawingSupplier, 36
.\main\java\org\jfree\chart\plot\FastScatterPlot.java, org.jfree.chart.plot, FastScatterPlot, 119
.\main\java\org\jfree\chart\plot\flow\FlowPlot.java, org.jfree.chart.plot.flow, FlowPlot, 124
.\main\java\org\jfree\chart\plot\flow\package-info.java, org.jfree.chart.plot.flow, package-info, 0
.\main\java\org\jfree\chart\plot\IntervalMarker.java, org.jfree.chart.plot, IntervalMarker, 47
.\main\java\org\jfree\chart\plot\Marker.java, org.jfree.chart.plot, Marker, 157
.\main\java\org\jfree\chart\plot\MeterInterval.java, org.jfree.chart.plot, MeterInterval, 42
.\main\java\org\jfree\chart\plot\MeterPlot.java, org.jfree.chart.plot, MeterPlot, 103
.\main\java\org\jfree\chart\plot\package-info.java, org.jfree.chart.plot, package-info, 0
.\main\java\org\jfree\chart\plot\Pannable.java, org.jfree.chart.plot, Pannable, 12
.\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java, org.jfree.chart.plot.pie, AbstractPieLabelDistributor, 9
.\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java, org.jfree.chart.plot.pie, MultiplePiePlot, 110
.\main\java\org\jfree\chart\plot\pie\package-info.java, org.jfree.chart.plot.pie, package-info, 0
.\main\java\org\jfree\chart\plot\pie\PieLabelDistributor.java, org.jfree.chart.plot.pie, PieLabelDistributor, 12
.\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java, org.jfree.chart.plot.pie, PieLabelLinkStyle, 22
.\main\java\org\jfree\chart\plot\pie\PieLabelRecord.java, org.jfree.chart.plot.pie, PieLabelRecord, 44
.\main\java\org\jfree\chart\plot\pie\PiePlot.java, org.jfree.chart.plot.pie, PiePlot, 300
.\main\java\org\jfree\chart\plot\pie\PiePlotState.java, org.jfree.chart.plot.pie, PiePlotState, 21
.\main\java\org\jfree\chart\plot\Plot.java, org.jfree.chart.plot, Plot, 330
.\main\java\org\jfree\chart\plot\PlotOrientation.java, org.jfree.chart.plot, PlotOrientation, 629
.\main\java\org\jfree\chart\plot\PlotRenderingInfo.java, org.jfree.chart.plot, PlotRenderingInfo, 311
.\main\java\org\jfree\chart\plot\PlotState.java, org.jfree.chart.plot, PlotState, 32
.\main\java\org\jfree\chart\plot\PolarAxisLocation.java, org.jfree.chart.plot, PolarAxisLocation, 25
.\main\java\org\jfree\chart\plot\PolarPlot.java, org.jfree.chart.plot, PolarPlot, 291
.\main\java\org\jfree\chart\plot\RingPlot.java, org.jfree.chart.plot, RingPlot, 72
.\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java, org.jfree.chart.plot, SeriesRenderingOrder, 6
.\main\java\org\jfree\chart\plot\SpiderWebPlot.java, org.jfree.chart.plot, SpiderWebPlot, 125
.\main\java\org\jfree\chart\plot\ThermometerPlot.java, org.jfree.chart.plot, ThermometerPlot, 112
.\main\java\org\jfree\chart\plot\ValueAxisPlot.java, org.jfree.chart.plot, ValueAxisPlot, 31
.\main\java\org\jfree\chart\plot\ValueMarker.java, org.jfree.chart.plot, ValueMarker, 97
.\main\java\org\jfree\chart\plot\WaferMapPlot.java, org.jfree.chart.plot, WaferMapPlot, 37
.\main\java\org\jfree\chart\plot\XYCrosshairState.java, org.jfree.chart.plot, XYCrosshairState, 2
.\main\java\org\jfree\chart\plot\XYPlot.java, org.jfree.chart.plot, XYPlot, 1098
.\main\java\org\jfree\chart\plot\Zoomable.java, org.jfree.chart.plot, Zoomable, 54
.\main\java\org\jfree\chart\renderer\AbstractRenderer.java, org.jfree.chart.renderer, AbstractRenderer, 171
.\main\java\org\jfree\chart\renderer\AreaRendererEndType.java, org.jfree.chart.renderer, AreaRendererEndType, 20
.\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java, org.jfree.chart.renderer.category, AbstractCategoryItemRenderer, 250
.\main\java\org\jfree\chart\renderer\category\AreaRenderer.java, org.jfree.chart.renderer.category, AreaRenderer, 65
.\main\java\org\jfree\chart\renderer\category\BarPainter.java, org.jfree.chart.renderer.category, BarPainter, 18
.\main\java\org\jfree\chart\renderer\category\BarRenderer.java, org.jfree.chart.renderer.category, BarRenderer, 297
.\main\java\org\jfree\chart\renderer\category\BoxAndWhiskerRenderer.java, org.jfree.chart.renderer.category, BoxAndWhiskerRenderer, 113
.\main\java\org\jfree\chart\renderer\category\CategoryItemRenderer.java, org.jfree.chart.renderer.category, CategoryItemRenderer, 164
.\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java, org.jfree.chart.renderer.category, CategoryItemRendererState, 58
.\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java, org.jfree.chart.renderer.category, CategoryStepRenderer, 49
.\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java, org.jfree.chart.renderer.category, DefaultCategoryItemRenderer, 20
.\main\java\org\jfree\chart\renderer\category\GanttRenderer.java, org.jfree.chart.renderer.category, GanttRenderer, 83
.\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java, org.jfree.chart.renderer.category, GradientBarPainter, 46
.\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java, org.jfree.chart.renderer.category, GroupedStackedBarRenderer, 69
.\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java, org.jfree.chart.renderer.category, IntervalBarRenderer, 57
.\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java, org.jfree.chart.renderer.category, LayeredBarRenderer, 58
.\main\java\org\jfree\chart\renderer\category\LevelRenderer.java, org.jfree.chart.renderer.category, LevelRenderer, 65
.\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java, org.jfree.chart.renderer.category, LineAndShapeRenderer, 98
.\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java, org.jfree.chart.renderer.category, MinMaxCategoryRenderer, 52
.\main\java\org\jfree\chart\renderer\category\package-info.java, org.jfree.chart.renderer.category, package-info, 0
.\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java, org.jfree.chart.renderer.category, ScatterRenderer, 52
.\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java, org.jfree.chart.renderer.category, StackedAreaRenderer, 50
.\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java, org.jfree.chart.renderer.category, StackedBarRenderer, 72
.\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java, org.jfree.chart.renderer.category, StandardBarPainter, 31
.\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java, org.jfree.chart.renderer.category, StatisticalBarRenderer, 84
.\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java, org.jfree.chart.renderer.category, StatisticalLineAndShapeRenderer, 68
.\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java, org.jfree.chart.renderer.category, WaterfallBarRenderer, 76
.\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java, org.jfree.chart.renderer, DefaultPolarItemRenderer, 113
.\main\java\org\jfree\chart\renderer\GrayPaintScale.java, org.jfree.chart.renderer, GrayPaintScale, 38
.\main\java\org\jfree\chart\renderer\LookupPaintScale.java, org.jfree.chart.renderer, LookupPaintScale, 49
.\main\java\org\jfree\chart\renderer\NotOutlierException.java, org.jfree.chart.renderer, NotOutlierException, 0
.\main\java\org\jfree\chart\renderer\Outlier.java, org.jfree.chart.renderer, Outlier, 32
.\main\java\org\jfree\chart\renderer\OutlierList.java, org.jfree.chart.renderer, OutlierList, 20
.\main\java\org\jfree\chart\renderer\OutlierListCollection.java, org.jfree.chart.renderer, OutlierListCollection, 14
.\main\java\org\jfree\chart\renderer\package-info.java, org.jfree.chart.renderer, package-info, 0
.\main\java\org\jfree\chart\renderer\PaintScale.java, org.jfree.chart.renderer, PaintScale, 20
.\main\java\org\jfree\chart\renderer\PolarItemRenderer.java, org.jfree.chart.renderer, PolarItemRenderer, 51
.\main\java\org\jfree\chart\renderer\RendererState.java, org.jfree.chart.renderer, RendererState, 15
.\main\java\org\jfree\chart\renderer\RendererUtils.java, org.jfree.chart.renderer, RendererUtils, 134
.\main\java\org\jfree\chart\renderer\WaferMapRenderer.java, org.jfree.chart.renderer, WaferMapRenderer, 25
.\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java, org.jfree.chart.renderer.xy, AbstractXYItemRenderer, 260
.\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java, org.jfree.chart.renderer.xy, CandlestickRenderer, 85
.\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java, org.jfree.chart.renderer.xy, ClusteredXYBarRenderer, 65
.\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java, org.jfree.chart.renderer.xy, CyclicXYItemRenderer, 35
.\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java, org.jfree.chart.renderer.xy, DefaultXYItemRenderer, 19
.\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java, org.jfree.chart.renderer.xy, DeviationRenderer, 53
.\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java, org.jfree.chart.renderer.xy, DeviationStepRenderer, 56
.\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java, org.jfree.chart.renderer.xy, GradientXYBarPainter, 45
.\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java, org.jfree.chart.renderer.xy, HighLowRenderer, 69
.\main\java\org\jfree\chart\renderer\xy\package-info.java, org.jfree.chart.renderer.xy, package-info, 0
.\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java, org.jfree.chart.renderer.xy, SamplingXYLineRenderer, 36
.\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java, org.jfree.chart.renderer.xy, StackedXYAreaRenderer, 86
.\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java, org.jfree.chart.renderer.xy, StackedXYAreaRenderer2, 68
.\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java, org.jfree.chart.renderer.xy, StackedXYBarRenderer, 79
.\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java, org.jfree.chart.renderer.xy, StandardXYBarPainter, 31
.\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java, org.jfree.chart.renderer.xy, StandardXYItemRenderer, 119
.\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java, org.jfree.chart.renderer.xy, VectorRenderer, 59
.\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java, org.jfree.chart.renderer.xy, WindItemRenderer, 42
.\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java, org.jfree.chart.renderer.xy, XYAreaRenderer, 113
.\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java, org.jfree.chart.renderer.xy, XYAreaRenderer2, 68
.\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java, org.jfree.chart.renderer.xy, XYBarPainter, 17
.\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java, org.jfree.chart.renderer.xy, XYBarRenderer, 205
.\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java, org.jfree.chart.renderer.xy, XYBlockRenderer, 89
.\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java, org.jfree.chart.renderer.xy, XYBoxAndWhiskerRenderer, 90
.\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java, org.jfree.chart.renderer.xy, XYBubbleRenderer, 63
.\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java, org.jfree.chart.renderer.xy, XYDifferenceRenderer, 109
.\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java, org.jfree.chart.renderer.xy, XYDotRenderer, 55
.\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java, org.jfree.chart.renderer.xy, XYErrorRenderer, 65
.\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java, org.jfree.chart.renderer.xy, XYItemRenderer, 197
.\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java, org.jfree.chart.renderer.xy, XYItemRendererState, 67
.\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java, org.jfree.chart.renderer.xy, XYLineAndShapeRenderer, 144
.\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java, org.jfree.chart.renderer.xy, XYShapeRenderer, 79
.\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java, org.jfree.chart.renderer.xy, XYSplineRenderer, 52
.\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java, org.jfree.chart.renderer.xy, XYStepAreaRenderer, 68
.\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java, org.jfree.chart.renderer.xy, XYStepRenderer, 58
.\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java, org.jfree.chart.renderer.xy, YIntervalRenderer, 66
.\main\java\org\jfree\chart\StandardChartTheme.java, org.jfree.chart, StandardChartTheme, 321
.\main\java\org\jfree\chart\swing\AbstractOverlay.java, org.jfree.chart.swing, AbstractOverlay, 15
.\main\java\org\jfree\chart\swing\ApplicationFrame.java, org.jfree.chart.swing, ApplicationFrame, 0
.\main\java\org\jfree\chart\swing\ChartFrame.java, org.jfree.chart.swing, ChartFrame, 6
.\main\java\org\jfree\chart\swing\ChartMouseEvent.java, org.jfree.chart.swing, ChartMouseEvent, 17
.\main\java\org\jfree\chart\swing\ChartMouseListener.java, org.jfree.chart.swing, ChartMouseListener, 15
.\main\java\org\jfree\chart\swing\ChartPanel.java, org.jfree.chart.swing, ChartPanel, 189
.\main\java\org\jfree\chart\swing\CrosshairOverlay.java, org.jfree.chart.swing, CrosshairOverlay, 153
.\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java, org.jfree.chart.swing, DefaultSelectionZoomStrategy, 7
.\main\java\org\jfree\chart\swing\editor\ChartEditor.java, org.jfree.chart.swing.editor, ChartEditor, 8
.\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java, org.jfree.chart.swing.editor, ChartEditorFactory, 7
.\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java, org.jfree.chart.swing.editor, ChartEditorManager, 11
.\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java, org.jfree.chart.swing.editor, DefaultAxisEditor, 38
.\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java, org.jfree.chart.swing.editor, DefaultChartEditor, 24
.\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java, org.jfree.chart.swing.editor, DefaultChartEditorFactory, 6
.\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java, org.jfree.chart.swing.editor, DefaultLogAxisEditor, 10
.\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java, org.jfree.chart.swing.editor, DefaultNumberAxisEditor, 11
.\main\java\org\jfree\chart\swing\editor\DefaultPlotEditor.java, org.jfree.chart.swing.editor, DefaultPlotEditor, 122
.\main\java\org\jfree\chart\swing\editor\DefaultPolarPlotEditor.java, org.jfree.chart.swing.editor, DefaultPolarPlotEditor, 12
.\main\java\org\jfree\chart\swing\editor\DefaultTitleEditor.java, org.jfree.chart.swing.editor, DefaultTitleEditor, 21
.\main\java\org\jfree\chart\swing\editor\DefaultValueAxisEditor.java, org.jfree.chart.swing.editor, DefaultValueAxisEditor, 24
.\main\java\org\jfree\chart\swing\editor\FontChooserPanel.java, org.jfree.chart.swing.editor, FontChooserPanel, 6
.\main\java\org\jfree\chart\swing\editor\FontDisplayField.java, org.jfree.chart.swing.editor, FontDisplayField, 3
.\main\java\org\jfree\chart\swing\editor\LCBLayout.java, org.jfree.chart.swing.editor, LCBLayout, 9
.\main\java\org\jfree\chart\swing\editor\package-info.java, org.jfree.chart.swing.editor, package-info, 0
.\main\java\org\jfree\chart\swing\editor\PaintSample.java, org.jfree.chart.swing.editor, PaintSample, 14
.\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java, org.jfree.chart.swing.editor, StrokeChooserPanel, 7
.\main\java\org\jfree\chart\swing\editor\StrokeSample.java, org.jfree.chart.swing.editor, StrokeSample, 18
.\main\java\org\jfree\chart\swing\MouseWheelHandler.java, org.jfree.chart.swing, MouseWheelHandler, 23
.\main\java\org\jfree\chart\swing\NumberCellRenderer.java, org.jfree.chart.swing, NumberCellRenderer, 1
.\main\java\org\jfree\chart\swing\Overlay.java, org.jfree.chart.swing, Overlay, 8
.\main\java\org\jfree\chart\swing\OverlayChangeEvent.java, org.jfree.chart.swing, OverlayChangeEvent, 5
.\main\java\org\jfree\chart\swing\OverlayChangeListener.java, org.jfree.chart.swing, OverlayChangeListener, 10
.\main\java\org\jfree\chart\swing\package-info.java, org.jfree.chart.swing, package-info, 0
.\main\java\org\jfree\chart\swing\PolarChartPanel.java, org.jfree.chart.swing, PolarChartPanel, 18
.\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java, org.jfree.chart.swing, SelectionZoomStrategy, 4
.\main\java\org\jfree\chart\swing\UIUtils.java, org.jfree.chart.swing, UIUtils, 1
.\main\java\org\jfree\chart\text\AttributedStringUtils.java, org.jfree.chart.text, AttributedStringUtils, 4
.\main\java\org\jfree\chart\text\format\HexNumberFormat.java, org.jfree.chart.text.format, HexNumberFormat, 0
.\main\java\org\jfree\chart\text\format\HMSNumberFormat.java, org.jfree.chart.text.format, HMSNumberFormat, 2
.\main\java\org\jfree\chart\text\format\LogFormat.java, org.jfree.chart.text.format, LogFormat, 24
.\main\java\org\jfree\chart\text\format\package-info.java, org.jfree.chart.text.format, package-info, 0
.\main\java\org\jfree\chart\text\format\RelativeDateFormat.java, org.jfree.chart.text.format, RelativeDateFormat, 28
.\main\java\org\jfree\chart\text\G2TextMeasurer.java, org.jfree.chart.text, G2TextMeasurer, 13
.\main\java\org\jfree\chart\text\package-info.java, org.jfree.chart.text, package-info, 0
.\main\java\org\jfree\chart\text\TextAnchor.java, org.jfree.chart.text, TextAnchor, 476
.\main\java\org\jfree\chart\text\TextBlock.java, org.jfree.chart.text, TextBlock, 91
.\main\java\org\jfree\chart\text\TextBlockAnchor.java, org.jfree.chart.text, TextBlockAnchor, 150
.\main\java\org\jfree\chart\text\TextBox.java, org.jfree.chart.text, TextBox, 59
.\main\java\org\jfree\chart\text\TextFragment.java, org.jfree.chart.text, TextFragment, 35
.\main\java\org\jfree\chart\text\TextLine.java, org.jfree.chart.text, TextLine, 47
.\main\java\org\jfree\chart\text\TextMeasurer.java, org.jfree.chart.text, TextMeasurer, 4
.\main\java\org\jfree\chart\text\TextUtils.java, org.jfree.chart.text, TextUtils, 142
.\main\java\org\jfree\chart\title\CompositeTitle.java, org.jfree.chart.title, CompositeTitle, 48
.\main\java\org\jfree\chart\title\DateTitle.java, org.jfree.chart.title, DateTitle, 27
.\main\java\org\jfree\chart\title\ImageTitle.java, org.jfree.chart.title, ImageTitle, 39
.\main\java\org\jfree\chart\title\package-info.java, org.jfree.chart.title, package-info, 0
.\main\java\org\jfree\chart\title\ShortTextTitle.java, org.jfree.chart.title, ShortTextTitle, 59
.\main\java\org\jfree\chart\title\TextTitle.java, org.jfree.chart.title, TextTitle, 247
.\main\java\org\jfree\chart\title\Title.java, org.jfree.chart.title, Title, 149
.\main\java\org\jfree\chart\urls\CategoryURLGenerator.java, org.jfree.chart.urls, CategoryURLGenerator, 45
.\main\java\org\jfree\chart\urls\CustomCategoryURLGenerator.java, org.jfree.chart.urls, CustomCategoryURLGenerator, 19
.\main\java\org\jfree\chart\urls\CustomPieURLGenerator.java, org.jfree.chart.urls, CustomPieURLGenerator, 24
.\main\java\org\jfree\chart\urls\CustomXYURLGenerator.java, org.jfree.chart.urls, CustomXYURLGenerator, 19
.\main\java\org\jfree\chart\urls\package-info.java, org.jfree.chart.urls, package-info, 0
.\main\java\org\jfree\chart\urls\PieURLGenerator.java, org.jfree.chart.urls, PieURLGenerator, 16
.\main\java\org\jfree\chart\urls\StandardCategoryURLGenerator.java, org.jfree.chart.urls, StandardCategoryURLGenerator, 65
.\main\java\org\jfree\chart\urls\StandardPieURLGenerator.java, org.jfree.chart.urls, StandardPieURLGenerator, 37
.\main\java\org\jfree\chart\urls\StandardXYURLGenerator.java, org.jfree.chart.urls, StandardXYURLGenerator, 27
.\main\java\org\jfree\chart\urls\StandardXYZURLGenerator.java, org.jfree.chart.urls, StandardXYZURLGenerator, 6
.\main\java\org\jfree\chart\urls\TimeSeriesURLGenerator.java, org.jfree.chart.urls, TimeSeriesURLGenerator, 32
.\main\java\org\jfree\chart\urls\XYURLGenerator.java, org.jfree.chart.urls, XYURLGenerator, 46
.\main\java\org\jfree\chart\urls\XYZURLGenerator.java, org.jfree.chart.urls, XYZURLGenerator, 5
.\main\java\org\jfree\chart\util\AttrStringUtils.java, org.jfree.chart.util, AttrStringUtils, 60
.\main\java\org\jfree\chart\util\DefaultShadowGenerator.java, org.jfree.chart.util, DefaultShadowGenerator, 20
.\main\java\org\jfree\chart\util\DirectionalGradientPaintTransformer.java, org.jfree.chart.util, DirectionalGradientPaintTransformer, 1
.\main\java\org\jfree\chart\util\ExportUtils.java, org.jfree.chart.util, ExportUtils, 10
.\main\java\org\jfree\chart\util\GradientPaintTransformer.java, org.jfree.chart.util, GradientPaintTransformer, 52
.\main\java\org\jfree\chart\util\GradientPaintTransformType.java, org.jfree.chart.util, GradientPaintTransformType, 35
.\main\java\org\jfree\chart\util\package-info.java, org.jfree.chart.util, package-info, 0
.\main\java\org\jfree\chart\util\PaintAlpha.java, org.jfree.chart.util, PaintAlpha, 0
.\main\java\org\jfree\chart\util\ShadowGenerator.java, org.jfree.chart.util, ShadowGenerator, 23
.\main\java\org\jfree\chart\util\StandardGradientPaintTransformer.java, org.jfree.chart.util, StandardGradientPaintTransformer, 53
.\main\java\org\jfree\chart\util\StringUtils.java, org.jfree.chart.util, StringUtils, 7
.\main\java\org\jfree\data\category\CategoryDataset.java, org.jfree.data.category, CategoryDataset, 290
.\main\java\org\jfree\data\category\CategoryRangeInfo.java, org.jfree.data.category, CategoryRangeInfo, 6
.\main\java\org\jfree\data\category\CategoryToPieDataset.java, org.jfree.data.category, CategoryToPieDataset, 52
.\main\java\org\jfree\data\category\DefaultCategoryDataset.java, org.jfree.data.category, DefaultCategoryDataset, 307
.\main\java\org\jfree\data\category\DefaultIntervalCategoryDataset.java, org.jfree.data.category, DefaultIntervalCategoryDataset, 80
.\main\java\org\jfree\data\category\IntervalCategoryDataset.java, org.jfree.data.category, IntervalCategoryDataset, 37
.\main\java\org\jfree\data\category\SlidingCategoryDataset.java, org.jfree.data.category, SlidingCategoryDataset, 37
.\main\java\org\jfree\data\ComparableObjectItem.java, org.jfree.data, ComparableObjectItem, 63
.\main\java\org\jfree\data\ComparableObjectSeries.java, org.jfree.data, ComparableObjectSeries, 40
.\main\java\org\jfree\data\DataUtils.java, org.jfree.data, DataUtils, 93
.\main\java\org\jfree\data\DefaultKeyedValue.java, org.jfree.data, DefaultKeyedValue, 38
.\main\java\org\jfree\data\DefaultKeyedValues.java, org.jfree.data, DefaultKeyedValues, 92
.\main\java\org\jfree\data\DefaultKeyedValues2D.java, org.jfree.data, DefaultKeyedValues2D, 82
.\main\java\org\jfree\data\DomainInfo.java, org.jfree.data, DomainInfo, 27
.\main\java\org\jfree\data\DomainOrder.java, org.jfree.data, DomainOrder, 72
.\main\java\org\jfree\data\flow\DefaultFlowDataset.java, org.jfree.data.flow, DefaultFlowDataset, 54
.\main\java\org\jfree\data\flow\FlowDataset.java, org.jfree.data.flow, FlowDataset, 25
.\main\java\org\jfree\data\flow\FlowDatasetUtils.java, org.jfree.data.flow, FlowDatasetUtils, 36
.\main\java\org\jfree\data\flow\FlowKey.java, org.jfree.data.flow, FlowKey, 67
.\main\java\org\jfree\data\flow\NodeKey.java, org.jfree.data.flow, NodeKey, 62
.\main\java\org\jfree\data\flow\package-info.java, org.jfree.data.flow, package-info, 0
.\main\java\org\jfree\data\function\Function2D.java, org.jfree.data.function, Function2D, 9
.\main\java\org\jfree\data\function\LineFunction2D.java, org.jfree.data.function, LineFunction2D, 21
.\main\java\org\jfree\data\function\NormalDistributionFunction2D.java, org.jfree.data.function, NormalDistributionFunction2D, 19
.\main\java\org\jfree\data\function\PolynomialFunction2D.java, org.jfree.data.function, PolynomialFunction2D, 25
.\main\java\org\jfree\data\function\PowerFunction2D.java, org.jfree.data.function, PowerFunction2D, 19
.\main\java\org\jfree\data\gantt\GanttCategoryDataset.java, org.jfree.data.gantt, GanttCategoryDataset, 14
.\main\java\org\jfree\data\gantt\SlidingGanttCategoryDataset.java, org.jfree.data.gantt, SlidingGanttCategoryDataset, 41
.\main\java\org\jfree\data\gantt\Task.java, org.jfree.data.gantt, Task, 282
.\main\java\org\jfree\data\gantt\TaskSeries.java, org.jfree.data.gantt, TaskSeries, 122
.\main\java\org\jfree\data\gantt\TaskSeriesCollection.java, org.jfree.data.gantt, TaskSeriesCollection, 135
.\main\java\org\jfree\data\gantt\XYTaskDataset.java, org.jfree.data.gantt, XYTaskDataset, 36
.\main\java\org\jfree\data\general\AbstractDataset.java, org.jfree.data.general, AbstractDataset, 32
.\main\java\org\jfree\data\general\AbstractSeriesDataset.java, org.jfree.data.general, AbstractSeriesDataset, 10
.\main\java\org\jfree\data\general\Dataset.java, org.jfree.data.general, Dataset, 32
.\main\java\org\jfree\data\general\DatasetChangeEvent.java, org.jfree.data.general, DatasetChangeEvent, 108
.\main\java\org\jfree\data\general\DatasetChangeListener.java, org.jfree.data.general, DatasetChangeListener, 34
.\main\java\org\jfree\data\general\DatasetUtils.java, org.jfree.data.general, DatasetUtils, 566
.\main\java\org\jfree\data\general\DefaultHeatMapDataset.java, org.jfree.data.general, DefaultHeatMapDataset, 31
.\main\java\org\jfree\data\general\DefaultKeyedValueDataset.java, org.jfree.data.general, DefaultKeyedValueDataset, 30
.\main\java\org\jfree\data\general\DefaultKeyedValues2DDataset.java, org.jfree.data.general, DefaultKeyedValues2DDataset, 9
.\main\java\org\jfree\data\general\DefaultKeyedValuesDataset.java, org.jfree.data.general, DefaultKeyedValuesDataset, 7
.\main\java\org\jfree\data\general\DefaultPieDataset.java, org.jfree.data.general, DefaultPieDataset, 109
.\main\java\org\jfree\data\general\DefaultValueDataset.java, org.jfree.data.general, DefaultValueDataset, 18
